product_id,source,source_url,retrieved_utc,sha256,file_size_bytes,selection_reason,licence_or_terms
wide_binary_real_sample_v1,VizieR J/MNRAS/506/2269 + Gaia DR3 (gaiadr3.gaia_source),https://vizier.cds.unistra.fr/viz-bin/VizieR-3?-source=J/ApJ/934/148,2026-07-16T10:46:24.253760+00:00,4233a7ed98b7ac6e7695ecb9a42f17d7ea54c59cf817081c55729d7ffc60ea1d,10766,"deterministic row-limited VizieR sample (n_pairs=30), cross-matched against live Gaia DR3 TAP; 30 pairs retained, 0 skipped for incomplete astrometry","Heintz, Hermes, El-Badry et al. (2023 erratum) ApJ 934, 148, VizieR catalogue J/ApJ/934/148/tablea1 (CDS Strasbourg); Gaia DR3 astrometry via astroquery.gaia (ESA Gaia archive), Gaia data access rights, https://www.cosmos.esa.int/web/gaia-users/license"
